source,source_type,tour_name,tour_url,total_days,day_number,location,activity,scrape_date,state,city,city_type,location_tokens,place_tags,activity_tags,theme_tags,all_keywords,keyword_count,has_content
australia_com,Reference,Visit a unique art centre,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,2,Brisbane’s Fortitude Valley and New Farm,"Seek out local eats and laneways. Get acquainted with the trendy Fortitude Valley this morning. Pick up a golden danish at Agnes Bakery , soak in the laid-back atmosphere along The Lanes and take a riverside stroll to Howard Smith Wharves for brunch at Gigi's . | Refresh your wardrobe on James Street. Fortitude Valley’s James Street is Brisbane’s ultimate shopping precinct. Start at the Calile Hotel, housing renowned fashion labels, then continue along the leafy green street to shop big-name designers, homeware boutiques and independent stores. | Gallery hop to New Farm. It’s not just shops that line this neighbourhood’s streets. Peruse vibrant artworks along Brunswick Street, stopping at inspiring galleries including Philip Bacon , Jan Murphy , and in the upper-class suburb of New Farm, Edwina Corlette . | Visit a unique art centre. In New Farm, stop by the Brisbane Powerhouse – a 1920s power station that’s been transformed into a contemporary art centre on the river's edge. Check out a thought-provoking exhibition or show, then enjoy an alfresco riverside dinner at Mary Mae’s .",2026-06-02,QLD,Brisbane,city,,Agnes Bakery; Brisbane; Brisbane’s Fortitude Valley; Brunswick Street; Calile Hotel; Fortitude Valley; James Street; New Farm; Valley,,Hiking & Walks; Food & Wine; Culture & History; City & Shopping,Agnes Bakery; Brisbane; Brisbane’s Fortitude Valley; Brunswick Street; Calile Hotel; City & Shopping; Culture & History; Food & Wine; Fortitude Valley; Hiking & Walks; James Street; New Farm; Valley,13,True
australia_com,Reference,Experience the iconic Opera House,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,3,Brisbane to Sydney,"Stay at a boutique hotel on the harbour. Check in to the Ovolo Woolloomooloo hotel on the historic Finger Wharf overlooking Sydney Harbour. This luxury boutique hotel blends heritage with contemporary design, featuring bold interiors, original giant hardwood beams and modern artworks. | Explore the historic Rocks precinct. Walk along the harbour’s edge to the historic Rocks precinct , the birthplace of modern Sydney. Roam around cobblestone streets to find colonial buildings, quaint coffee shops and museums. On a weekend, pick up goods from The Rocks Markets . | Visit Sydney Harbour’s museums. Discover the story of The Rocks at The Rocks Discovery Museum , where interactive exhibits and artefacts bring history to life. On the waterfront, be inspired by the Museum of Contemporary Art , displaying myriad modern-day exhibitions. | Grab a drink with a view. You’ll find some of Sydney’s most iconic pubs and rooftop bars around The Rocks. Take in postcard views of the Sydney Harbour Bridge and the gleaming white sails of the Sydney Opera House from the roof of The Glenmore – a local favourite. | Experience the iconic Opera House. Watch a show at the Sydney Opera House . The performance program is wildly diverse, ranging from cabaret and ballet to rock, comedy and opera. End your day with dinner at Bennelong , where cathedral-inspired interiors overlook the harbour.",2026-06-02,QLD,Brisbane,city,Brisbane to Sydney,Bennelong; Brisbane; Brisbane to Sydney; Finger Wharf; Glenmore; Museum of Contemporary Art; Rocks Discovery Museum; Sydney; Sydney Harbour; Sydney Harbour Bridge; The Rocks Markets,,Hiking & Walks; Food & Wine; Culture & History; City & Shopping,Bennelong; Brisbane; Brisbane to Sydney; City & Shopping; Culture & History; Finger Wharf; Food & Wine; Glenmore; Hiking & Walks; Museum of Contemporary Art; Rocks Discovery Museum; Sydney; Sydney Harbour; Sydney Harbour Bridge; The Rocks Markets,15,True
australia_com,Reference,Drink and dine in Paddington,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,4,Sydney’s Paddington and Surry Hills,"Shop heritage arcades and modern malls. Head to Sydney’s centre for shopping galore at Pitt Street Mall. Nearby, marvel at the heritage-listed, Victorian-style architecture of the Strand Arcade . Grab a coffee and pick up treats at the Nut Shop, a Strand establishment since the 1900s. | Visit Sydney’s leading art institution. Walk 20 minutes through the city’s parklands to the Art Gallery of New South Wales , one of Australia's foremost cultural institutions. Browse works by Australian and international artists, as well as colourful galleries dedicated to Aboriginal art. | Seek out Paddington’s galleries. Spend the afternoon in the picturesque upmarket neighbourhood of Paddington, home to a vibrant art and design scene. Venture along the leafy laneways to explore its galleries : Global Gallery, Saint Cloche and Roslyn Oxley9 Gallery. | Shop Oxford Street’s boutiques. Paddington is brimming with high-end fashion boutiques occupying Victorian terrace houses. Find the very best at The Intersection precinct , along with cosy cafés. Looking for a new read? Take your pick at Ampersand Cafe’s three storeys of books. | Drink and dine in Paddington. Watch the sunset across the city skyline from one of Paddington’s English-style pub rooftops. Then join the fashionable social set for dinner at 10 William St , a restaurant and wine bar with a brilliant roster of interesting, mostly natural wines.",2026-06-02,QLD,Sydney,city,Sydney’s Paddington and Surry Hills,Art Gallery of New South Wales; Global Gallery; Intersection; Paddington; Pitt Street Mall; Roslyn Oxley9 Gallery; Strand Arcade; Surry Hills; Sydney; Sydney’s Paddington and Surry Hills,,Nature & Scenery; Hiking & Walks; Food & Wine; Culture & History; City & Shopping,Art Gallery of New South Wales; City & Shopping; Culture & History; Food & Wine; Global Gallery; Hiking & Walks; Intersection; Nature & Scenery; Paddington; Pitt Street Mall; Roslyn Oxley9 Gallery; Strand Arcade; Surry Hills; Sydney; Sydney’s Paddington and Surry Hills,15,True
australia_com,Reference,"Wine, dine and relax at The Old Clare",https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,5,Sydney’s Chippendale,"Shop at Central Park Mall. The urban village of Central Park blends innovative 21st-century design with colonial heritage and high-street shopping. You won’t miss its immense vertical garden – the largest living green wall in the Southern Hemisphere. | Check out laneway haunts. Hit Kensington Street for delicious dim sum and fluffy bao burgers at Spice Alley, where Asian hawker stalls sit beneath a canopy of lanterns. Indulge in dessert at KOI , then check out the Kensington Contemporary Art Gallery. | Roam a Chinese art gallery. See one of the world's largest and most significant collections of Chinese contemporary art at the White Rabbit Gallery . Join a guided afternoon tour (Wednesday to Sunday), then drop into the gallery’s tea house for a pick-me-up. | Shop local at the Farmers Markets. If your Chippendale visit falls on a Saturday, swing by the bustling Carriageworks Farmers Markets to sample and shop local produce, from cheese and honey to beautifully buttery pastries and organic fruit and vegetables. | Wine, dine and relax at The Old Clare. On a warm summer’s day, nothing beats basking next to the rooftop pool of the boutique Old Clare Hotel . Afterwards, feast on a smorgasbord of seafood at the hotel’s hatted Longshore restaurant. It's known for its seasonal, ever-evolving menu.",2026-06-02,QLD,Sydney,city,Sydney’s Chippendale,Carriageworks Farmers Markets; Central Park; Central Park Mall; Kensington Contemporary Art Gallery; Kensington Street; Old Clare; Old Clare Hotel; Southern Hemisphere; Sydney; Sydney’s Chippendale; White Rabbit Gallery,,Nature & Scenery; Food & Wine; Culture & History; City & Shopping,Carriageworks Farmers Markets; Central Park; Central Park Mall; City & Shopping; Culture & History; Food & Wine; Kensington Contemporary Art Gallery; Kensington Street; Nature & Scenery; Old Clare; Old Clare Hotel; Southern Hemisphere; Sydney; Sydney’s Chippendale; White Rabbit Gallery,15,True
australia_com,Reference,Sip cocktails at a funky rooftop bar,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,6,Sydney to Melbourne,"Stay at Victoria’s best boutique hotel. Check in to the dessert-themed Adelphi – voted Victoria’s best boutique hotel with its bold, out-of-the-box design and luxury finishings. Enjoy a swim in the glass-bottom pool, which juts out over the art-filled Flinders Lane. | Experience the city’s entertainment hub. Explore Federation Square’s eateries, pop-ups, museums and galleries. The Ian Potter Centre’s National Gallery of Victoria and the Australian Centre for the Moving Image – the Southern Hemisphere’s biggest moving image museum – are must-visits. | Walk among Melbourne’s street art. In the city's heart, you don’t have to walk far to find yourself along a buzzy laneway splashed with street art. Join a Hidden Secrets tour to see Melbourne’s eclectic murals dotted between hole-in-the-wall bars, cafés and boutiques. | Discover 18th century arcades. Among Melbourne’s network of laneways lie several heritage-listed arcades (a passageway housing shops). Visit the Royal Arcade and the Block Arcade to admire the ornate Victorian architecture framing fashion boutiques and specialty shops. | Sip cocktails at a funky rooftop bar. Crafty cocktails, DJ sets and dizzying city views await at Melbourne's rooftop bars . Check out the award-winning Loop Roof , where the jungle-like decor and a vertical garden echo the artistry of the surrounding laneways.",2026-06-02,QLD,Sydney,city,Sydney to Melbourne,Australian Centre; Block Arcade; Explore Federation Square; Ian Potter Centre; Loop Roof; Melbourne; National Gallery of Victoria; Royal Arcade; Southern Hemisphere; Sydney; Sydney to Melbourne,,Hiking & Walks; Culture & History; City & Shopping,Australian Centre; Block Arcade; City & Shopping; Culture & History; Explore Federation Square; Hiking & Walks; Ian Potter Centre; Loop Roof; Melbourne; National Gallery of Victoria; Royal Arcade; Southern Hemisphere; Sydney; Sydney to Melbourne,14,True
australia_com,Reference,Experience fine dining at Vue du Monde,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,7,Melbourne’s Fitzroy,"Indulge in Melbourne’s brunch scene. Coffee isn’t just a part of daily life in Melbourne, it’s an art form. Try one of the coffee capital's best brews from Dukes Coffee Roasters , then pick up decadent croissants from Lune . Alternatively, head to one of the city’s best brunch spots . | Tour the Melbourne Museum. Walk or hop on a tram to the northern suburb of Fitzroy. On the way, discover Melbourne’s natural and cultural history at the Melbourne Mus eum , where the story of Victoria is brought to life through artefacts and immersive exhibitions. | Pick up pre-loved threads and local art. For vintage fashion, pre-loved finds and local artwork, Brunswick and Gertrude Streets are the spots to hit. On a weekend, head to the art-driven Rose Street Market , where you can purchase unique handmade pieces straight from the artists. | Experience fine dining at Vue du Monde. Back in the city, head to the 55th floor of the Rialto Building for a fine dining dinner at Vue du Monde . Try the signature Chef’s Tasting Menu, served beneath a ceiling of glowing lamps that mirror the sparkling lights of the city below you.",2026-06-02,QLD,Melbourne,city,Melbourne’s Fitzroy,Brunswick; Fitzroy; Melbourne; Melbourne Museum; Melbourne’s Fitzroy; Pick; Rialto Building; Rose Street Market; Vue du Monde,,Hiking & Walks; Food & Wine; Culture & History; City & Shopping,Brunswick; City & Shopping; Culture & History; Fitzroy; Food & Wine; Hiking & Walks; Melbourne; Melbourne Museum; Melbourne’s Fitzroy; Pick; Rialto Building; Rose Street Market; Vue du Monde,13,True
australia_com,Reference,Experience the city’s creative heart,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,8,Melbourne’s St Kilda,"Shop your way to St Kilda. Chapel Street is the city’s longest fashion strip, spanning several suburbs. Hit the shops, then make a detour to the Prahran Market – Melbourne’s number one food market – for coffee stalls, eateries and delis. | Have a thrilling time at Luna Park. If you have kids in tow (or are a kid at heart), head to Luna Park . This amusement park has been a fun-filled attraction in St Kilda since 1912. Find your thrills on rides that spin, drop and twirl, grab some carnival treats and enjoy a morning of frivolity. | Spend the afternoon by the beach. At St Kilda Beach , you can rent bikes, take a dip and watch the world go by with servings of fresh seafood at the hatted Stokehouse restaurant. Walk off your lunch at Brighton Beach, where brightly coloured bathing boxes line the white sand. | Experience the city’s creative heart. On your way back to the city, catch a performance at the Melbourne Arts Centre – a complex of theatres and concert halls in the centre of Melbourne's arts precinct. You’ll also find the National Gallery of Victoria , housing more than 70,000 works.",2026-06-02,QLD,Melbourne,city,Melbourne’s St Kilda,Brighton Beach; Chapel Street; Luna Park; Melbourne; Melbourne Arts Centre; Melbourne’s St Kilda; National Gallery of Victoria; Prahran Market; St Kilda; St Kilda Beach,,Hiking & Walks; Beach & Coast; Food & Wine; Culture & History; City & Shopping,Beach & Coast; Brighton Beach; Chapel Street; City & Shopping; Culture & History; Food & Wine; Hiking & Walks; Luna Park; Melbourne; Melbourne Arts Centre; Melbourne’s St Kilda; National Gallery of Victoria; Prahran Market; St Kilda; St Kilda Beach,15,True
australia_com,Reference,Sample premium single malt whisky,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,9,Melbourne to Hobart,"See Salamanca’s creative side. On a Saturday, you can browse one of Australia’s most diverse markets: The Salamanca Market . Afterwards, check out the Salamanca Arts Centre , where emerging art galleries and independent stores are set within historic sandstone warehouses. | Roam Battery Point with your camera. Stroll to Battery Point to see its historic, often brightly painted cottages steeped in stories of Hobart’s past. Follow the Sculpture Trail featuring nine sculptures, then seek out art houses such as the Colville Gallery and Despard Gallery . | Uncover your hotel’s art and history. The waterfront Henry Jones Art Hotel bridges the gap between an art gallery and a boutique stay. Check in before 4pm for a free guided tour of its heritage halls adorned with over 400 pieces of contemporary Tasmanian art. | Sample premium single malt whisky. Tasmania’s whisky industry is ever-growing, with over 70 distilleries peppered around the state. In Hobart, Lark Distillery – Tasmania’s first distillery – offers a chance to taste its full range of award-winning single malts at its historic cellar door.",2026-06-02,QLD,Melbourne,city,Melbourne to Hobart,Colville Gallery; Hobart; Melbourne; Melbourne to Hobart; Roam Battery Point; Salamanca Arts Centre; Sculpture Trail; The Salamanca Market,,Nature & Scenery; Hiking & Walks; Food & Wine; Culture & History; City & Shopping,City & Shopping; Colville Gallery; Culture & History; Food & Wine; Hiking & Walks; Hobart; Melbourne; Melbourne to Hobart; Nature & Scenery; Roam Battery Point; Salamanca Arts Centre; Sculpture Trail; The Salamanca Market,13,True
australia_com,Reference,Taste Tasmania’s flavours at Sonny,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/10-days-of-shopping-design-and-art.html,10,10,Hobart’s Mona and Rosny,"Get curious at the audacious Mona. Mona (Museum of Old and New Art) is one of Australia’s most daring museums, and the adventure begins on its quirky, creative ferry. Upon arrival, navigate a maze of staircases, tunnels and towers concealing controversial exhibitions and artworks. | Savour a long lunch at The Source. Sit down for lunch at The Source , where art meets fine dining overlooking the River Derwent. Enjoy locally sourced, French-inspired dishes – like wallaby tartare and squid ink linguini – artfully served and inspired by Mona itself. | Discover the Eastern Shore’s artworks. Venture across the river to Rosny on the eastern shore where Rosny Barn , a contemporary performing arts centre, lies within an 1800s stone building. Rent Artbikes to explore Rosny’s surrounding museums and public artworks along the boardwalk. | Taste Tasmania’s flavours at Sonny. Dine tonight at the renowned Sonny restaurant , where a daily-changing chalkboard menu champions seasonal ingredients and local wines. Expect vinyl tunes, good vibes and an intimate setting. It’s a walk-in-only venue, so arrive early.",2026-06-02,QLD,Hobart,city,Hobart’s Mona and Rosny,Eastern Shore; Hobart; Hobart’s Mona and Rosny; River Derwent; Rosny; Rosny Barn,,Hiking & Walks; Food & Wine; Culture & History,Culture & History; Eastern Shore; Food & Wine; Hiking & Walks; Hobart; Hobart’s Mona and Rosny; River Derwent; Rosny; Rosny Barn,9,True
australia_com,Reference,Follow the Art Trail,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/13-day-itinerary-for-foodies-and-design-lovers.html,13,1,Brisbane,"Pick your perfect stay. Drop your bags at one of the visually arresting hotels in Fortitude Valley. The Constance , Brisbane’s only street art hotel, makes for a unique boutique escape, while the chic Hotel X invites you to soak up city views at its luxe rooftop pool. | Treat yourself on Bakery Lane. Head to The New Black on the bustling Bakery Lane for brunch. As the flagship roaster for Brisbane’s Black Lab Coffee Co, you’re guaranteed a top-notch brew. Can’t get enough? Try the espresso waffle or the Chilli Scram, a crowd favourite. | Explore laneway shops, studios and bars. Walk off your food along the suburb's network of laneways . Soak up the creative vibe of Bakery Lane’s incubator studios, which allow designers to stay and network among the neighbouring bars and record stores. | Follow the Art Trail. Immerse yourself in Fortitude Valley and New Farm’s art scene on the Art Trail , including the Institute of Modern Art, the oldest of its kind in Australia. If time permits, join Brisbane Greeters to discover street murals and their stories.",2026-06-02,QLD,Brisbane,city,Brisbane,Art Trail; Bakery Lane; Brisbane; Constance; Fortitude Valley; Hotel X; Institute of Modern Art; New Farm,,Hiking & Walks; Food & Wine; City & Shopping,Art Trail; Bakery Lane; Brisbane; City & Shopping; Constance; Food & Wine; Fortitude Valley; Hiking & Walks; Hotel X; Institute of Modern Art; New Farm,11,True
australia_com,Reference,Climb the Story Bridge,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/13-day-itinerary-for-foodies-and-design-lovers.html,13,2,Brisbane's New Farm,"Tour the 18th century Newstead House. Built in 1846, Newstead House is Brisbane’s oldest standing European residence, and it’s open for the public to explore. Take a self-guided tour to feast your eyes on old-world architecture and hear tales of Brisbane’s colonial social scene. | Picnic in a heritage-listed park. Riverside views, pretty rose gardens and vast green lawns are just a few things you’ll love about New Farm Park . Pack a picnic with artisan goods from the Powerhouse Farmers Markets (on Saturdays), or have treats delivered from the New Farm Deli . | Check out Brisbane Powerhouse. Visit the Brisbane Powerhouse , a reimagined 1920s coal station that now hosts over 1,250 performances every year. Explore its heritage-listed graffiti, art exhibits and the Powerhouse Store, which showcases unique handmade and design-focused pieces. | Dine on the edge. Vertigo , Brisbane’s first vertical restaurant, takes modern dining to new heights – literally. Don your harness to dine on the edge – four stories above ground – for an evening of adrenaline-inducing adventure, fine dining and cutting-edge design. | Climb the Story Bridge. End your day on a high – really high. On the Story Bridge Adventure Climb , you’ll pull on a harness and scale the iconic bridge for the best view of Brisbane. You can even see all the way to the Glass House Mountains and Moreton Bay.",2026-06-02,QLD,Brisbane,city,Brisbane's New Farm,Brisbane; Brisbane's New Farm; Glass House Mountains; Moreton Bay; New Farm; New Farm Park; Newstead House; Powerhouse Farmers Markets; Story Bridge; Story Bridge Adventure Climb,,Nature & Scenery; Food & Wine; Culture & History; City & Shopping,Brisbane; Brisbane's New Farm; City & Shopping; Culture & History; Food & Wine; Glass House Mountains; Moreton Bay; Nature & Scenery; New Farm; New Farm Park; Newstead House; Powerhouse Farmers Markets; Story Bridge; Story Bridge Adventure Climb,14,True
australia_com,Reference,Book a table at the innovative Gerard’s,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/13-day-itinerary-for-foodies-and-design-lovers.html,13,3,Brisbane's South Bank,"Browse Brisbane’s lauded art galleries. Wander the innovative galleries of South Bank’s Queensland Art Gallery and Gallery of Modern Art (QAGOMA), which feature a collection of more than 19,000 works. Fancy a bite to eat? Enjoy creative, farm-to-fork fare at the onsite GOMA restaurant. | Experience the best of South Bank. From the man-made Streets Beach to the 60m (200ft) Wheel of Brisbane and parklands popping with flower gardens and intriguing designs, it’s easy to spend your whole afternoon exploring South Bank’s attractions. Discover these must-visit sights . | Indulge in high tea. Fancy a spread of finger-sized sandwiches and decadent desserts? This 18th-century high tea tradition is a popular pastime in the city of Brisbane. Try South Bank’s opulent Bacchus or sip your Champagne riverside at the heritage Customs House . | Shop 19th-century arcades. Walk off your afternoon tea with a spot of shopping. Among modern fashion retailers, luxury stores and boutique shops, you’ll find beautifully designed 19th-century arcades at Queen Street Mall , Brisbane’s biggest shopping precinct. | Book a table at the innovative Gerard’s. Back in Fortitude Valley, sit down at Gerard's to delve into an international menu that will take your tastebuds anywhere from Africa to Europe. Its unique three-dimensional interiors are just as spectacular, winning Best Restaurant Design in 2024.",2026-06-02,QLD,Brisbane,city,Brisbane's South Bank,Africa; Brisbane; Brisbane's South Bank; Europe; Fortitude Valley; Gallery of Modern Art; Queen Street Mall; Queensland Art Gallery; South Bank; Streets Beach,,Nature & Scenery; Hiking & Walks; Beach & Coast; Food & Wine; Culture & History; City & Shopping,Africa; Beach & Coast; Brisbane; Brisbane's South Bank; City & Shopping; Culture & History; Europe; Food & Wine; Fortitude Valley; Gallery of Modern Art; Hiking & Walks; Nature & Scenery; Queen Street Mall; Queensland Art Gallery; South Bank; Streets Beach,16,True
australia_com,Reference,Learn to make authentic Italian pasta,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/13-day-itinerary-for-foodies-and-design-lovers.html,13,4,Brisbane to Sydney,"Stay at one of Sydney’s best hotels. Check in to QT Sydney , a boutique hotel that’s as quirky as they come. Within the two former heritage buildings, you’ll find 200 funky designer rooms, a day spa and Gowings restaurant, led by creative chef and culinary mastermind Sean Connolly. | Explore a Victorian arcade. Walk a few steps to Sydney’s main shopping district on Pitt Street to the Victorian Strand Arcade . Find the stunning resin wares of Dinosaur Designs, the luxurious fabrics of Jac+Jack and classic Australian designers like Leona Edmiston and Scanlan Theodore. | Browse Paddington’s crafts. Make your way to the pretty suburb of Paddington to browse esteemed art galleries among its wide, leafy streets. On Saturdays, you can swing by the Paddington Markets to browse over 150 stalls selling everything from jewellery to homemade chocolates. | Discover the art of rum distilling. Let your creative (rum) juices flow at Surry Hills’ urban rum distillery, Brix . Join a tour to dive into the artistry of distilling, wake up your taste buds by sampling the Core Range Flight or blend your own rum at a Rum Spicing Class. | Learn to make authentic Italian pasta. Test your skills in the kitchen at a traditional pasta-making class run by Pasta Emilia , a celebrated restaurant, cooking school and organic pasta producer. The class concludes with a meal featuring your creations and a glass of organic wine.",2026-06-02,QLD,Brisbane,city,Brisbane to Sydney,Brisbane; Brisbane to Sydney; Core Range; Paddington; Paddington Markets; Pitt Street; Surry Hills; Sydney,Core Range Flight,Nature & Scenery; Hiking & Walks; Food & Wine; Culture & History; City & Shopping,Brisbane; Brisbane to Sydney; City & Shopping; Core Range; Core Range Flight; Culture & History; Food & Wine; Hiking & Walks; Nature & Scenery; Paddington; Paddington Markets; Pitt Street; Surry Hills; Sydney,14,True
australia_com,Reference,Dine at a leading Australian restaurant,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/13-day-itinerary-for-foodies-and-design-lovers.html,13,5,Sydney Harbour,"Join an architectural walking tour. Explore Sydney’s streets – their wonderful mix of architectural styles, histories and fascinating laneways – with local Sydney architects and designers who love to share the architecture of their city. Choose from a range of tours available. | Lunch at a heritage-listed French bistro. Hop on a ferry to taste fabulous French fare at L’Heritage . The elegantly designed bistro sits within a heritage-listed 1800s building, enveloped by a national park and the Sydney Harbour. Expect classic French dishes from bouillabaisse to escargots. | Marvel at the magnificent Opera House. Design-lover or not, the Sydney Opera House will take your breath away. Dine inside the famous “sails” at the renowned Bennelong restaurant, join a Sydney Opera House Tour to discover its history or sip cocktails at the Opera Bar. | Taste Indigenous bush foods. Take a stroll into the nearby Royal Botanic Gardens where you can join an Aboriginal Bush Tucker Tour . While roaming the harbourside gardens, you'll learn about the world's oldest living culture as you gather, prepare and taste bush foods. | Climb the Sydney Harbour Bridge. One of Sydney’s most spectacular architectural feats is hard to miss. You’ll see the Sydney Harbour Bridge from miles away, but there’s nothing quite like climbing to the summit. Admire its vistas, history and design on a BridgeClimb experience. | Dine at a leading Australian restaurant. Top off your evening with yet another awe-inspiring view of the Sydney Harbour. Head to Quay in the historic Rocks district to taste your way through an exquisite six or eight-course menu, celebrating flavour and design with every dish.",2026-06-02,QLD,Sydney,city,Sydney Harbour,Opera Bar; Opera House; Royal Botanic Gardens; Sydney; Sydney Harbour; Sydney Harbour Bridge,Aboriginal Bush Tucker Tour; Sydney Opera House Tour,Nature & Scenery; Hiking & Walks; Food & Wine; Culture & History; City & Shopping,Aboriginal Bush Tucker Tour; City & Shopping; Culture & History; Food & Wine; Hiking & Walks; Nature & Scenery; Opera Bar; Opera House; Royal Botanic Gardens; Sydney; Sydney Harbour; Sydney Harbour Bridge; Sydney Opera House Tour,13,True
australia_com,Reference,Say “cheers” at Sydney’s highest bar,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/13-day-itinerary-for-foodies-and-design-lovers.html,13,6,Sydney's Marrickville,"See Marrickville’s street art. Stroll the art-splashed streets of Marrickville to discover street murals and StirrUp Gallery , a community-run space in a historic 19th-century army depot. Keep your eyes up to spot Ces Cemilleri’s quirky steel sculptures perched atop shopfronts. | Go on a craft brewery crawl. Fancy a craft beer? Good news; you’ll find more breweries in Marrickville than any other Australian suburb. Follow the Ale Trail to taste paddles lined with eye-popping sours, chocolate-infused stouts and refreshing summer ales. Cheers to that. | Experience the city’s harbour precincts. Take a taxi to Darling Harbour and wander along the waterfront to Barangaroo. Start at the enchanting Chinese Garden of Friendship before dipping your toes in the ocean at Marrinawi Cove and finishing up with dinner at Oncore by Michelin-starred Clare Smyth. | Say “cheers” at Sydney’s highest bar. After dinner, walk to Bar 83 for a nightcap that’s anything but ordinary. Located at the top of the city’s sky-high Sydney Tower, this retro-inspired bar has jaw-dropping views that will stun you just as much as the bar’s bold red and gold decor.",2026-06-02,QLD,Sydney,city,Sydney's Marrickville,Ale Trail; Barangaroo; Chinese Garden; Chinese Garden of Friendship; Darling Harbour; Marrickville; Marrinawi Cove; StirrUp Gallery; Sydney; Sydney Tower; Sydney's Marrickville,,Hiking & Walks; Beach & Coast; Food & Wine; Culture & History; City & Shopping,Ale Trail; Barangaroo; Beach & Coast; Chinese Garden; Chinese Garden of Friendship; City & Shopping; Culture & History; Darling Harbour; Food & Wine; Hiking & Walks; Marrickville; Marrinawi Cove; StirrUp Gallery; Sydney; Sydney Tower; Sydney's Marrickville,16,True
australia_com,Reference,Enjoy Potts Point’s cuisine and culture,https://www.australia.com/content/australia/en/trips-and-itineraries/brisbane-and-surrounds/13-day-itinerary-for-foodies-and-design-lovers.html,13,7,Sydney's centre and surrounds,"Marvel at Sydney’s art galleries. Take a short walk to the Art Gallery of New South Wales , where exhibitions showcase Aboriginal, Australian and international artwork. Next, find Australia’s greatest collection of modern art on display at the Museum of Contemporary Art . | Tour Heritage-listed barracks. Learn of Sydney’s convict past at the World Heritage-listed Hyde Park Barracks , originally built in 1819. Experience immersive exhibits that bring history to life through cutting-edge audio and an extraordinary collection of over 4,000 artefacts. | Take a seaplane to a secret restaurant. Fly over Sydney to Berowra Waters Inn , located in a 1920s sandstone teahouse on the Hawkesbury River. Graze on a six-course degustation menu at this exclusive restaurant hailed for its food, design and location – only accessible by boat or plane. | See Sydney’s icons on a coastal walk. Sydney Harbour is peppered with beautiful beaches and calm coves. Get your dose of coastal bliss along the Hermitage Foreshore Track , home to some of the city’s most lavish real estate. Finish with well-deserved cocktails at Watsons Bay Hotel . | Enjoy Potts Point’s cuisine and culture. Roam the precinct of Potts Point with a walk along Macleay Street, dotted with architectural gems, art deco homes and an array of lively eateries. For dinner, share plates of Chinese, Vietnamese and Korean fare at the playful Ms.G’s restaurant.",2026-06-02,QLD,Sydney,city,Sydney's centre and surrounds,Art Gallery of New South Wales; Berowra Waters Inn; Hawkesbury River; Hermitage Foreshore Track; Hyde Park; Hyde Park Barracks; Macleay Street; Museum of Contemporary Art; Potts Point; Sydney; Sydney Harbour; Sydney's centre and surrounds; Watsons Bay; Watsons Bay Hotel,,Hiking & Walks; Beach & Coast; Food & Wine; Culture & History; City & Shopping,Art Gallery of New South Wales; Beach & Coast; Berowra Waters Inn; City & Shopping; Culture & History; Food & Wine; Hawkesbury River; Hermitage Foreshore Track; Hiking & Walks; Hyde Park; Hyde Park Barracks; Macleay Street; Museum of Contemporary Art; Potts Point; Sydney; Sydney Harbour; Sydney's centre and surrounds; Watsons Bay; Watsons Bay Hotel,19,True
