source,tour_name,tour_url,total_days,day_number,location,activity,price,scrape_date,state,city
global_journeys,Adelaide and Brisbane City Stay,https://www.globaljourneys.com/trip/journey-beyond-dabaptrst,9,5,"Great Southern, Canberra","After breakfast on board, today is yours to explore Australia's political capital, Canberra. After breakfast on board, enjoy a coach ride to Canberra city centre to experience a memorable lunch at Old Parliament House before an afternoon of insightful guided tours at your pick of iconic institutions, whether it's the National War Memorial, Parliament House or the National Portrait Gallery. As afternoon turns to evening, return to the train in time for another gourmet dinner on board. After dinner, retire to the lounge for a nightcap with your fellow travellers as the Great Southern rolls north.","A$4,111",2026-06-09,ACT,Canberra
global_journeys,Adelaide and Brisbane City Stay,https://www.globaljourneys.com/trip/journey-beyond-dabaptrst,9,6,"Great Southern, Coffs Harbour And Brisbane","Linger over breakfast on board before departing on your choice of Off Train Experience around Coffs Harbour. The Coffs Explorer travels up to Sealy Lookout, offering views for miles from the Forest Sky Pier, before heading to the spectacular North Coast Regional Botanical Garden. Alternatively, take a stroll from the Urunga Boardwalk to the Beach with an Indigenous guide, who will help you spot native wildlife and teach about the history of the Gumbaynggirr people, with a demonstration of traditional tools and weaponry and the opportunity to see and taste bush tucker. If you'd prefer to take to the skies, treat yourself to an optional upgrade with a hinterland helicopter flight that soars over the Great Diving Range and Coffs Harbour coastline. After your Coffs Harbour morning, indulge in a final lunch on board before arriving into Brisbane, completing your coastal train journey. Once settled into your accommodation, the evening is yours to start your exploration of this vibrant river city.","A$4,111",2026-06-09,NSW,Coffs Harbour
global_journeys,Adelaide and Brisbane City Stay,https://www.globaljourneys.com/trip/journey-beyond-dabaptrst,9,7,Mt Tamborine,"Today, visit Mount Tamborine in the Gold Coast hinterland. The mountain has spectacular views and ancient rainforests which you can explore at your own pace at Skywalk. Enjoy the native flora and fauna as you walk above the rainforest canopy. Savour a 2 course lunch before enjoying time to discover the boutique shops on Gallery Walk, from arts and craft, fashion to fudge, to honey and Australia's most awarded distillery, Tamborine Mountain Distillery. Travel through lush green hillside and valleys on your return to your Brisbane accommodation.","A$4,111",2026-06-09,QLD,Tamborine
global_journeys,Adelaide and Brisbane City Stay,https://www.globaljourneys.com/trip/journey-beyond-dabaptrst,9,8,Brisbane,"Your time in Brisbane continues today, with a day to explore at your leisure. Perhaps catch a City Cat and take in the city from the water, or venture across to South Bank, Brisbane's premier lifestyle and cultural destination. It's the perfect place to relax and unwind.","A$4,111",2026-06-09,QLD,Brisbane
global_journeys,Adelaide and Brisbane City Stay,https://www.globaljourneys.com/trip/journey-beyond-dabaptrst,9,9,Farewell,Your Adelaide and Brisbane City Stay comes to an end when you check out of your accommodation this morning.,"A$4,111",2026-06-09,SA,Adelaide
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,1,Arrive Perth,"Today your journey through Western Australia's beautiful South West begins on arrival at Perth Airport. Here, you'll be met by a Travelmarvel Tour Director and transferred to your hotel before setting out on a city tour. Tonight, a Welcome Dinner awaits.","A$7,835",2026-06-09,WA,Perth
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,2,"Perth, Swan Valley, Geraldton",Head off this morning to enjoy your Insider Experience in the Swan Valley before continuing to the coastal city of Geraldton. Insider Experiences - Bush Tucker Experience Visit the stunning Mandoon Estate and join Noongar Elder Dale Tilbrook for a bush tucker experience. Be immersed in the cultural tradition of storytelling as you sample an array of bush tucker.,"A$7,835",2026-06-09,WA,Perth
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,3,"Hamelin Pool, Monkey Mia","This morning, stop at Hamelin Pool, home to the most diverse and abundant examples of stromatolites in the world. Then, head to Monkey Mia at World Heritage-listed Shark Bay for today's Insider Experiences. Insider Experience - Monkey Mia Seafood Feast Indulge in a delicious dinner of locally sourced seafood amid the beautiful coastal landscape of Monkey Mia. This experience is sure to delight even the most discerning foodie. Insider Experience - Stay at RAC Monkey Mia Dolphin Resort Enjoy the stunning location of RAC Monkey Mia Dolphin Resort, where you can meet the friendly resident dolphins, uncover an underwater wonderland thanks to breathtaking snorkelling spots, or laze out on the sugar-white beach with your holiday read.","A$7,835",2026-06-09,WA,Monkey Mia
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,4,Monkey Mia,"Today, visit one of the best places for dolphin interaction. At Monkey Mia, you'll enjoy a rare up-close encounter with these clever mammals at the daily dolphin feeding experience (subject to appearance). Then, enjoy today's Insider Experience before spending the rest of the day at your leisure. Insider Experience - Shark Bay Wildlife Cruise Unwind as you set sail on a wildlife cruise on Shark Bay, a World Heritage-listed marine wonderland. Glide across the turquoise waters in search of dugongs, sponging dolphins, manta rays and other rare and endangered marine life in their natural habitat. Enhance Your Journey - Didgeridoo Dreaming Night Tour Gather around the campfire and savour fresh seafood or bush tucker under the stars while listening to the ancient song of the didgeridoo (additional expense).","A$7,835",2026-06-09,WA,Monkey Mia
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,5,"Monkey Mia, Kalbarri Skywalk","Visit the remarkable Shell Beach that's made up of endless tiny Shark Bay cockle shells before heading south to explore the spectacular Kalbarri National Park, where around 800 species of wildflowers bloom in the spring. Visit the Kalbarri Skywalk for incredible views of the stunning gorge and surrounding environment.","A$7,835",2026-06-09,WA,Monkey Mia
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,6,"The Pinnacles, Perth","Travel to Nambung National Park, home to the iconic Pinnacles. Marvel at the surreal landscape as you wander among the towering limestone pillars, some reaching up to 3.5 metres in height. These ancient structures, sculpted over thousands of years by erosion, rise dramatically from the golden sands, creating an otherworldly scene that feels like something out of a dream. Explore the area, keeping an eye out for native wildlife, before returning to Perth.","A$7,835",2026-06-09,WA,Perth
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,7,"Perth, York, Wave Rock","Set out across the stunning Darling Ranges on the way to the charming town of York. Here, enjoy today's Insider Experience. Then, continue to Hyden to see the incredible granite cliff formation of Wave Rock. Insider Experience - York Town Historic Tour Enjoy a tour of the historic town of York, Western Australia's first inland settlement. Explore the colonial architecture of the well-preserved buildings, from the Town Hall to the churches, before passing colourful open gardens that are vibrant with wildflowers and birdlife.","A$7,835",2026-06-09,WA,Perth
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,8,"Coolgardie, Kalgoorlie","Journey to Coolgardie, the site of Western Australia's original gold rush. Continue to Kalgoorlie, one of the most significant gold-producing regions in Australia.","A$7,835",2026-06-09,WA,Kalgoorlie
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,9,Kalgoorlie,"Uncover the city's rich mining heritage at the Museum of the Goldfields, then take a town tour of Boulder and visit the Super Pit Lookout to view one of Australia's largest open-cut gold mines. You may wish to delve deeper with an optional tour (additional expense). Enhance Your Journey - Super Pit Mine Tour Be inducted as a visitor to the KCGM Super Pit and take in sweeping views from a private lookout over this vast mining operation. Watch giant 793 dump trucks move along the haul roads and see historic workings alongside modern mining operations from Harvey Hut, with your guide sharing insights throughout the tour.","A$7,835",2026-06-09,WA,Kalgoorlie
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,10,"Kalgoorlie, Lake Lefroy, Esperance","Head for Lake Lefroy and marvel at the stark white salt pans that stretch into the distance. Then, to continue through to the seaside town of Esperance, where you can enjoy an afternoon walk along the foreshore before dinner.","A$7,835",2026-06-09,WA,Kalgoorlie
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,11,"Esperance, Stirling Range National Park, Albany","Take in the sights of Esperance, including Twilight Bay, famed for its clear turquoise water. Then, drive through the Stirling Range and meet a local wildflower expert. From Bluff Knoll, see the jagged peaks towering over bushland dotted with wildflowers in the spring. Later, arrive in Albany.","A$7,835",2026-06-09,WA,Esperance
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,12,Albany,"Tour Albany and savour today's Insider Experience. Enjoy free time before heading to Mt Clarence to take in the views over the Princess Royal Harbour and King George Sound. Insider Experience - National Anzac Centre Visit Visit the National Anzac Centre in Albany and discover Anzac stories through interactive media, artefacts, photographs, film, and audio. Enhance Your Journey - Albany's Historic Whaling Station Climb aboard and explore the last whale-chaser ship in Australia and learn about whales and the whaling industry (additional expense).","A$7,835",2026-06-09,WA,Albany
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,13,"Albany, Valley of the Giants, Margaret River","Head to the Valley of the Giants, a world-famous forest of gigantic tingle trees. Then, journey to the historic Cape Leeuwin Lighthouse. Standing at the most south-westerly point of mainland Australia, this is the tallest lighthouse in the country, guiding ships through treacherous waters since 1895. Stroll the lighthouse grounds and visit the Interpretive Centre, where interactive exhibits and artefacts bring to life the stories of the keepers and their families who once called this rugged coastline home. Later, arrive in Margaret River, where you'll enjoy the evening at leisure.","A$7,835",2026-06-09,WA,Albany
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,14,Margaret River,"This morning, you'll see the ancient fossil remains of long-extinct giant animals during a walk through Mammoth Cave. Then, join today's Insider Experience before enjoying a Farewell Lunch and wine tasting at a renowned local winery - a fitting way to end your time in the South West. Insider Experience - Gabriel Chocolate Factory Tour Enjoy an exclusive factory tour and sample handmade chocolate bars at Gabriel Chocolate. Discover a wide range of varieties, from light milk chocolate to 99% cacao chocolate, made fresh from the bean in the heart of the Margaret River wine region.","A$7,835",2026-06-09,WA,Margaret River
global_journeys,Wonders of the South West,https://www.globaljourneys.com/trip/travelmarvel-tsw15,15,15,"Busselton, Depart Perth","Spend the morning exploring the coastal town of Busselton at your leisure. You may like to stroll the 1.8-kilometre jetty and look out over Geographe Bay, take a walk along the foreshore, peruse the local shops or enjoy a bite to eat for lunch. This afternoon, return to Perth where your tour concludes. Enhance Your Journey - Busselton Jetty Underwater Observatory For something extra special, ride the Jetty Train and go beneath the surface of Geographe Bay to observe more than 300 species of incredible marine life at the Busselton Jetty Underwater Observatory (additional expense). Enhance Your Journey - Rottnest Island Discovery Extend your time in Western Australia with a one-night stay at Discovery Resorts - Rottnest Island before your group tour. The island is a paradise of white-sand beaches, crystal-clear waters and unique wildlife. Tour the island and enjoy free time to explore. Find out more:","A$7,835",2026-06-09,WA,Busselton
global_journeys,Central Australia & Uluru Family Holiday,https://www.globaljourneys.com/trip/intrepid-pzfr,6,1,Yulara (or Alice Springs) / Uluru / Yulara,,"A$3,100",2026-06-09,NT,Uluru
global_journeys,Central Australia & Uluru Family Holiday,https://www.globaljourneys.com/trip/intrepid-pzfr,6,2,Uluru / Kata Tjuta / Yulara,,"A$3,100",2026-06-09,NT,Uluru
global_journeys,Central Australia & Uluru Family Holiday,https://www.globaljourneys.com/trip/intrepid-pzfr,6,3,Uluru / Kings Canyon,,"A$3,100",2026-06-09,NT,Uluru
global_journeys,Central Australia & Uluru Family Holiday,https://www.globaljourneys.com/trip/intrepid-pzfr,6,4,Kings Canyon / Palm Valley,,"A$3,100",2026-06-09,NT,Kings Canyon
global_journeys,Central Australia & Uluru Family Holiday,https://www.globaljourneys.com/trip/intrepid-pzfr,6,5,West MacDonnell Ranges / Palm Valley,,"A$3,100",2026-06-09,NT,Alice Springs
global_journeys,Central Australia & Uluru Family Holiday,https://www.globaljourneys.com/trip/intrepid-pzfr,6,6,Alice Springs,,"A$3,100",2026-06-09,NT,Alice Springs
global_journeys,Outback Contrasts,https://www.globaljourneys.com/trip/trafalgar-nsau,6,1,Welcome to Alice Springs,"Discover the stories of Alice Springs as you settle into the heart of the Red Centre. Meet your Driver Guide, whose insights bring this remote town and its character to life, then visit the historic Overland Telegraph Station for a glimpse into the region's past. Later, deepen your connection to Country during a MAKE TRAVEL MATTER® Experience with Rayleen Brown, who shares her knowledge of Aboriginal native foods and the traditions behind them. Rayleen's recipes have featured in Australian cookbooks, and she has appeared as a guest judge on leading culinary television shows. Naturally, there's also the chance to taste the many flavours of the region's bush tucker.","A$4,081",2026-06-09,NT,Alice Springs
global_journeys,Outback Contrasts,https://www.globaljourneys.com/trip/trafalgar-nsau,6,2,Alice Springs Onto Kings Canyon,"Leave Alice Springs behind and journey towards Kings Canyon, pausing at Erldunda Roadhouse, known as the ‘Centre of the Centre', where the Stuart and Lasseter Highways meet. Continue to Kings Canyon Resort in Watarrka National Park, where modern comforts sit amid dramatic outback scenery. This evening, dine under the stars during the ‘Under a Desert Moon' experience, a five-course dinner featuring locally sourced produce and Australian wines. It's a memorable end to a day that brings you deeper into the landscapes of the Red Centre.","A$4,081",2026-06-09,NT,Alice Springs
global_journeys,Outback Contrasts,https://www.globaljourneys.com/trip/trafalgar-nsau,6,3,Explore Kings Canyon,"Rise early for a sunrise walk at Kings Canyon, where towering sandstone walls, the domes of the Lost City and the lush Garden of Eden reveal the grandeur of this ancient landscape. Or take a gentler stroll along the canyon creek bed, following a path once used by the Luritja people, who found sanctuary among the itara trees below. Then visit the Wanmarra Community for the Karrke Aboriginal Cultural MAKE TRAVEL MATTER® Experience, where you'll learn about the spiritual connection the Luritja and Pertame people have to the land, along with the bush foods and medicines used for healing and spirituality. Continue across sweeping desert landscapes to Curtin Springs Station before arriving at mighty Uluru. Later, spend time at the Cultural Centre to uncover the foundations of Anangu culture and the creation stories that shape this sacred place.","A$4,081",2026-06-09,NT,Kings Canyon
global_journeys,Outback Contrasts,https://www.globaljourneys.com/trip/trafalgar-nsau,6,4,Discover Uluru and Kata Tjuta,"Choose a slower start, or rise before dawn for the optional Sunrise Field of Light experience by artist Bruce Munro. Later, head to Kata Tjuta, where a walk through Walpa Gorge reveals the scale and beauty of these ancient rock formations. After free time for lunch, return to Uluru for a tour around its base and gain a deeper understanding of the cultural significance of this sacred site. As the day draws to a close, enjoy sunset drinks while the colours of the outback shift and Uluru glows in the fading light. The evening is at leisure, with the option to pre-book an exclusive Uluru Barbecue Dinner.","A$4,081",2026-06-09,NT,Uluru
global_journeys,Outback Contrasts,https://www.globaljourneys.com/trip/trafalgar-nsau,6,5,Uluru Onto Alice Springs,"Travel through the vast outback, where desert landscapes stretch to the horizon and camels, cattle and Atila, also known as Mt. Conner, punctuate the view. Pause at Stuart Wells, an authentic outback roadhouse, before continuing towards Alice Springs. Along the way, divert into the West MacDonnell Ranges to explore Simpsons Gap, where rugged cliffs and a permanent waterhole create one of Central Australia's most striking natural settings. Back in Alice Springs, there's time to relax before dinner.","A$4,081",2026-06-09,NT,Uluru
global_journeys,Outback Contrasts,https://www.globaljourneys.com/trip/trafalgar-nsau,6,6,Farewell Alice Springs,"Your Red Centre journey comes to an end this morning. For one final perspective on the outback, you may choose to join an optional hot air balloon ride and watch the landscapes unfold from above before your onward journey.","A$4,081",2026-06-09,NT,Alice Springs
global_journeys,Queensland’s Outback Heritage & Oasis Gardens,https://www.globaljourneys.com/trip/apt-btoq8,8,1,Brisbane to Longreach – Sightseeing Tour,"Depart Brisbane this morning for our flight to Longreach. Arrive in Longreach this afternoon in the heart of the Queensland outback. Take an orientation tour before enjoying free time to look around town. Check into your boutique accommodation, inspired by the style of the pioneer era and the stagecoach journeys that linked Longreach with the outside world. Enjoy a special Welcome Dinner tonight.","A$7,198",2026-06-09,QLD,Brisbane
global_journeys,Queensland’s Outback Heritage & Oasis Gardens,https://www.globaljourneys.com/trip/apt-btoq8,8,2,"Winton, Age of Dinosaur Museum and Dinosaur Trail","On our way to Winton we will be on the lookout for wildflowers blooming after the winter rains. Winton is known as the dinosaur capital of Australia and the birthplace of our national song, Waltzing Matilda. We visit the Age of Dinosaurs Museum, which houses the world's largest collection of Australian dinosaur fossils.","A$7,198",2026-06-09,QLD,
global_journeys,Queensland’s Outback Heritage & Oasis Gardens,https://www.globaljourneys.com/trip/apt-btoq8,8,3,"Lark Quarry, Waltzing Matilda Centre and Chinese Market Garden","This morning, visit the spectacular Lark Quarry to see the world's only record of a dinosaur ‘stampede'. The landscape of this region was formed over millions of years, as the ancient rocks known as the Winton Formation have been eroded into a striking landscape of flat-topped hills; gullies; and steep, broken escarpments. This afternoon, visit the Waltzing Matilda Centre, which tells the story of the song, Winton and the outback region. We also see the site of the last Chinese market garden in western Queensland and see the whimsical fence before returning to our hotel.","A$7,198",2026-06-09,QLD,
global_journeys,Queensland’s Outback Heritage & Oasis Gardens,https://www.globaljourneys.com/trip/apt-btoq8,8,4,Working Station and Barcaldine 'Garden City of the West',"Today we make our way to a working station. Meet the owners and learn about life on the land. We then travel to the town of Barcaldine, known as the ‘Garden City of the West'. It is home to the Tree of Knowledge, the reputed birthplace of the labour movement in Australia. Upon arrival, enjoy an orientation tour of the town, where every street is named after a tree.","A$7,198",2026-06-09,QLD,
global_journeys,Queensland’s Outback Heritage & Oasis Gardens,https://www.globaljourneys.com/trip/apt-btoq8,8,5,"Australian Workers Heritage Centre, Blackall and Private Garden","Visit the Australian Workers Heritage Centre, which is spread across two hectares of beautifully landscaped gardens surrounding a tranquil billabong. The centre presents a rich tapestry of exhibits capturing the spirit of our nation's workers. Afterwards we will travel to Blackall and enjoy lunch at its 110-year-old lodge. Meet the owners, who will take you on a private tour of their garden. Dinner will be at a local restaurant this evening.","A$7,198",2026-06-09,QLD,
global_journeys,Queensland’s Outback Heritage & Oasis Gardens,https://www.globaljourneys.com/trip/apt-btoq8,8,6,"Private Garden, Outback Station, Miracle Mile of Motors and Thomson River Cruise","This morning, visit a private garden in town. Then enjoy a light lunch and a visit to a very special working station to learn about life on the land. On our way back to Longreach, enjoy a stop in Ilfracombe to see an incredible display of machinery along the ‘Miracle Mile of Motors'. Enjoy free time to relax at our boutique accommodation, Saltbush Retreat, which has been created to reflect the unique textures and tones of outback Queensland. This evening, watch the colours of the Outback come to life during a sunset cruise on the Thomson River. Enjoy a camp-oven-themed dinner on the banks of the river while marvelling at the stars overhead.","A$7,198",2026-06-09,QLD,
global_journeys,Queensland’s Outback Heritage & Oasis Gardens,https://www.globaljourneys.com/trip/apt-btoq8,8,7,Longreach - Stockman’s Hall of Fame and Camden Park Station,"Today we visit the Stockman's Hall of Fame to learn about our pioneering history, and we see the live show to learn more about the traditional skills of the stockmen. This afternoon we visit Camden Park Station, which once hosted Queen Elizabeth and Prince Phillip. See the Solar Farm, Historical Shearing Shed and Cattle Yards before enjoying a sunset drink by the wool shed. Afterwards, sit down for a Paddock-to-Plate dinner at Longreach Station.","A$7,198",2026-06-09,QLD,Longreach
global_journeys,Queensland’s Outback Heritage & Oasis Gardens,https://www.globaljourneys.com/trip/apt-btoq8,8,8,Qantas Founders Museum and Fly to Brisbane,"This morning, explore the Qantas Founders Museum, which tells the story of Australia's national airline, from its early days in outback Queensland to the present day. We then return to Longreach Airport for our flight to Brisbane.","A$7,198",2026-06-09,QLD,Brisbane
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,1,Cairns – Port Douglas,,"A$10,690",2026-06-09,QLD,Cairns
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,2,Port Douglas – Mossman Gorge – Daintree National Park,,"A$10,690",2026-06-09,QLD,Port Douglas
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,3,Cape Tribulation – Bloomfield Track – Cooktown,,"A$10,690",2026-06-09,QLD,Cape Tribulation
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,4,Laura – Lotusbird Lodge,,"A$10,690",2026-06-09,QLD,Cape York
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,5,Rinyirru (Lakefield) from the Air,,"A$10,690",2026-06-09,QLD,Cape York
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,6,Coen – Weipa,"Today we farewell Lotus Bird Lodge and make our way north along the Peninsula Development Road. Pass through Coen before arriving at Archer River Roadhouse for lunch. We then continue on to Weipa, arriving mid-afternoon to check in to the Albatross Bay Resort.","A$10,690",2026-06-09,QLD,Cape York
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,7,Wildlife Cruise - Batavia Downs - Moreton Telegraph Station,,"A$10,690",2026-06-09,QLD,Cape York
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,8,Moreton Telegraph Station,,"A$10,690",2026-06-09,QLD,Cape York
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,9,Telegraph Track – Heathlands – Fruit Bat Falls – Bamaga,,"A$10,690",2026-06-09,QLD,Cape York
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,10,Bamaga - The Tip of Cape York,,"A$10,690",2026-06-09,QLD,Cape York
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,11,Endeavour Strait – Thursday Island – Kazu Pearls Friday Island,,"A$10,690",2026-06-09,QLD,Cape York
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,12,Horn Island – Cairns,,"A$10,690",2026-06-09,QLD,Cairns
global_journeys,Cape York Wilderness Adventure,https://www.globaljourneys.com/trip/outback-spirit-cywa,13,13,Farewell,"After breakfast enjoy a relaxing morning before your transfer to Cairns airport, or to your accommodation if staying on.","A$10,690",2026-06-09,QLD,Cape York
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,1,Launceston,Welcome to Launceston where you will enjoy a two night stay. Please Note: You will be joining the group on day 5 of a longer itinerary.,"A$6,483",2026-06-09,TAS,Launceston
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,2,Launceston,"Visit Cataract Gorge, an oasis of wilderness on the South Esk River amid the urban sprawl of Launceston. Ride the chairlift to take in its beautiful scenic views and marvel at just how close this slice of rugged nature is to the city centre. Scenic Enrich: Discover the grounds of Josef Chromy winery with a guided walk. This cool climate winery is well known for producing varieties of red, white and sparkling wines. Enjoy a sumptuous lunch with matching wines.","A$6,483",2026-06-09,TAS,Launceston
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,3,Launceston - Smithton,"Visit the dairy farming town of Sheffield and learn about its history, geography, wildlife and stories from the popular murals painted all over town. Stop in at the coastal towns of Burnie and Penguin and enjoy the rugged coastline on the way to the romantic village of Stanley. Enjoy award-winning Tasmanian hospitality tonight as you stay at your hotel in Smithton, on the edge of the Tarkine.","A$6,483",2026-06-09,TAS,Launceston
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,4,Smithton - Cradle Mountain,"Visit Hellyers Road Distillery for the Whisky Walk Tour, which takes you behind the scenes to discover how whisky is distilled and matured in Tasmania. Learn all about that most famous Tassie local, the Tasmanian Devil, during a visit to the Devils@Cradle Wildlife Park. Take in the pristine alpine vistas of Cradle Mountain-Lake St Clair National Park, where you’ll enjoy your overnight stay.","A$6,483",2026-06-09,TAS,Cradle Mountain
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,5,Cradle Mountain - Strahan,"Keep your fingers crossed for clear skies to treat you to magnificent views of Cradle Mountain and breathtaking reflections on Dove Lake. History comes to life through stories from your local guide about the intrepid early settlers of this area. Later, travel to Queenstown before arriving in the picturesque town of Strahan for your two-night stay.","A$6,483",2026-06-09,TAS,Cradle Mountain
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,6,Strahan,"Cruise by the mountains, gorges and rainforest of the World Heritage-listed Franklin-Gordon Wild Rivers National Park on board the 'Spirit of the Wild'. From the luxury of the Captain’s Premier Upper Deck, enjoy a gourmet lunch of local Tasmanian delicacies. This evening, enjoy a performance of Australia's longest-running play, ‘The Ship That Never Was’, which highlights the history and colourful characters of Western Tasmania's convict era.","A$6,483",2026-06-09,TAS,Strahan
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,7,Strahan - Hobart,"Scenic Enrich: Witness history in the making with your visit to the ‘Wall in the Wilderness’, a wood-carved history of the Central Tasmanian Highlands. A continuous work in progress, Greg Duncan has hand-carved a series of scenes into panels commemorating those who have shaped the area’s past and present. Visit the lush rainforest of Mt Field National Park and the spectacular three-tiered Russell Falls. Complete your journey as you return your hotel in Hobart for a two-night Scenic Special Stay. Wander around Hobart’s harbour, a lively mix of dynamic restaurants, traditional pubs, yachts, fishing boats, commercial vessels and southbound icebreakers.","A$6,483",2026-06-09,TAS,Strahan
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,8,Hobart,Scenic Freechoice: Toast your adventures during tonight’s farewell dinner at the incomparable Drunken Admiral at Hobart's Old Wharf.,"A$6,483",2026-06-09,TAS,Hobart
global_journeys,Western Wilderness,https://www.globaljourneys.com/trip/scenic-tde-1,9,9,Hobart,"It’s time to say farewell to new friends and the wonders of Tasmania as you head home with stories for life. Enhance your journey with a full day award-winning tour and cruise to Bruny Island (at additional cost, please book prior to departure. Available before or after your tour). The itinerary is a guide only and may be amended for operational reasons. As such Scenic cannot guarantee the tour will operate unaltered from the itinerary stated above. Please refer to our terms and conditions.","A$6,483",2026-06-09,TAS,Hobart
global_journeys,Red Centre & Uluru Explorer,https://www.globaljourneys.com/trip/intrepid-pzsr,6,1,Yulara (or Alice Springs) / Uluru / Yulara,,"A$2,653",2026-06-09,NT,Uluru
global_journeys,Red Centre & Uluru Explorer,https://www.globaljourneys.com/trip/intrepid-pzsr,6,2,Uluru / Kata Tjuta / Yulara,,"A$2,653",2026-06-09,NT,Uluru
global_journeys,Red Centre & Uluru Explorer,https://www.globaljourneys.com/trip/intrepid-pzsr,6,3,Uluru / Kings Canyon,,"A$2,653",2026-06-09,NT,Uluru
global_journeys,Red Centre & Uluru Explorer,https://www.globaljourneys.com/trip/intrepid-pzsr,6,4,Kings Canyon / Finke River,,"A$2,653",2026-06-09,NT,Kings Canyon
global_journeys,Red Centre & Uluru Explorer,https://www.globaljourneys.com/trip/intrepid-pzsr,6,5,West MacDonnell Ranges / Finke River,,"A$2,653",2026-06-09,NT,Alice Springs
global_journeys,Red Centre & Uluru Explorer,https://www.globaljourneys.com/trip/intrepid-pzsr,6,6,Simpsons Gap / Alice Springs,,"A$2,653",2026-06-09,NT,Alice Springs
global_journeys,Australia's Outback to New Zealand's South Island,https://www.globaljourneys.com/trip/collette-col97,18,1,"Sydney, Australia","Arrive today in Sydney, perhaps one of the friendliest metropolises in the world. Tonight join your fellow travelers and toast to the start of your adventure down under during dinner in lively Darling Harbour.","A$12,438",2026-06-09,NSW,Sydney
global_journeys,Australia's Outback to New Zealand's South Island,https://www.globaljourneys.com/trip/collette-col97,18,2,Sydney,"See where English colonists first settled during a city tour of Sydney, starting with a guided walking tour of The Rocks district. Then, head to Circular Quay, famed for two of Sydney's most recognizable landmarks - the Sydney Harbour Bridge and the Sydney Opera House. Take an expert-led tour of the Sydney Opera House, poised majestically on Sydney Harbour, to discover its remarkable architecture and history. Continue your discovery of the city with a visit to the Botanic Gardens and its historic surroundings. Then, have the chance to join a special presentation at the National Opal Collection.","A$12,438",2026-06-09,NSW,Sydney
global_journeys,Australia's Outback to New Zealand's South Island,https://www.globaljourneys.com/trip/collette-col97,18,3,Sydney,"Deepen your exploration of Sydney's many wonders with a day at leisure. Tonight, enjoy scenic vistas of Sydney during a delightful dinner cruise of Sydney Harbour. Marvel at the magnificent skyline and iconic attractions: the Sydney Opera House and the Harbour Bridge.","A$12,438",2026-06-09,NSW,Sydney
